X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200000e-03,2.000000e-06
0,2.98e+00,2.18e+00,
1,3.44e+00,2.48e+00,
2,3.42e+00,2.46e+00,
3,3.86e+00,2.76e+00,
4,3.84e+00,2.74e+00,
5,4.22e+00,3.08e+00,
6,4.18e+00,3.06e+00,
7,4.52e+00,3.40e+00,
8,4.46e+00,3.38e+00,
9,4.74e+00,3.70e+00,
10,4.64e+00,3.66e+00,
11,4.84e+00,3.94e+00,
12,4.74e+00,3.90e+00,
13,4.84e+00,4.12e+00,
14,4.82e+00,4.08e+00,
15,4.62e+00,4.24e+00,
16,4.70e+00,4.20e+00,
17,4.40e+00,4.30e+00,
18,4.44e+00,4.30e+00,
19,4.08e+00,4.20e+00,
20,4.12e+00,4.26e+00,
21,3.70e+00,4.08e+00,
22,3.74e+00,4.14e+00,
23,3.28e+00,3.90e+00,
24,3.30e+00,3.96e+00,
25,2.84e+00,3.68e+00,
26,2.86e+00,3.70e+00,
27,2.42e+00,3.40e+00,
28,2.42e+00,3.42e+00,
29,2.00e+00,3.06e+00,
30,2.04e+00,3.10e+00,
31,1.68e+00,2.76e+00,
32,1.72e+00,2.80e+00,
33,1.44e+00,2.46e+00,
34,1.46e+00,2.48e+00,
35,1.28e+00,2.20e+00,
36,1.32e+00,2.22e+00,
37,1.24e+00,1.96e+00,
38,1.24e+00,2.02e+00,
39,1.36e+00,1.80e+00,
40,1.30e+00,1.86e+00,
41,1.54e+00,1.72e+00,
42,1.50e+00,1.72e+00,
43,1.82e+00,1.78e+00,
44,1.78e+00,1.72e+00,
45,2.16e+00,1.86e+00,
46,2.14e+00,1.80e+00,
47,2.58e+00,2.00e+00,
48,2.56e+00,1.96e+00,
49,3.00e+00,2.22e+00,
50,2.98e+00,2.16e+00,
51,3.44e+00,2.48e+00,
52,3.42e+00,2.44e+00,
53,3.86e+00,2.78e+00,
54,3.82e+00,2.74e+00,
55,4.22e+00,3.08e+00,
56,4.16e+00,3.04e+00,
57,4.52e+00,3.38e+00,
58,4.46e+00,3.36e+00,
59,4.72e+00,3.68e+00,
60,4.62e+00,3.66e+00,
61,4.82e+00,3.92e+00,
62,4.84e+00,3.88e+00,
63,4.72e+00,4.12e+00,
64,4.82e+00,4.08e+00,
65,4.62e+00,4.24e+00,
66,4.68e+00,4.20e+00,
67,4.40e+00,4.28e+00,
68,4.44e+00,4.30e+00,
69,4.10e+00,4.20e+00,
70,4.14e+00,4.26e+00,
71,3.70e+00,4.08e+00,
72,3.74e+00,4.14e+00,
73,3.30e+00,3.92e+00,
74,3.32e+00,3.96e+00,
75,2.84e+00,3.68e+00,
76,2.88e+00,3.72e+00,
77,2.42e+00,3.40e+00,
78,2.46e+00,3.42e+00,
79,2.02e+00,3.08e+00,
80,2.04e+00,3.12e+00,
81,1.68e+00,2.76e+00,
82,1.72e+00,2.80e+00,
83,1.44e+00,2.46e+00,
84,1.48e+00,2.52e+00,
85,1.30e+00,2.20e+00,
86,1.34e+00,2.24e+00,
87,1.24e+00,1.98e+00,
88,1.24e+00,2.02e+00,
89,1.38e+00,1.82e+00,
90,1.32e+00,1.88e+00,
91,1.56e+00,1.74e+00,
92,1.52e+00,1.80e+00,
93,1.84e+00,1.72e+00,
94,1.80e+00,1.74e+00,
95,2.16e+00,1.88e+00,
96,2.16e+00,1.82e+00,
97,2.56e+00,2.02e+00,
98,2.56e+00,1.96e+00,
99,3.02e+00,2.22e+00,
100,2.98e+00,2.18e+00,
101,3.44e+00,2.50e+00,
102,3.42e+00,2.44e+00,
103,3.88e+00,2.78e+00,
104,3.82e+00,2.74e+00,
105,4.24e+00,3.10e+00,
106,4.16e+00,3.06e+00,
107,4.54e+00,3.40e+00,
108,4.46e+00,3.38e+00,
109,4.74e+00,3.70e+00,
110,4.64e+00,3.66e+00,
111,4.82e+00,3.94e+00,
112,4.84e+00,3.88e+00,
113,4.72e+00,4.12e+00,
114,4.80e+00,4.08e+00,
115,4.62e+00,4.24e+00,
116,4.68e+00,4.20e+00,
117,4.40e+00,4.30e+00,
118,4.44e+00,4.30e+00,
119,4.10e+00,4.20e+00,
120,4.12e+00,4.26e+00,
121,3.70e+00,4.10e+00,
122,3.76e+00,4.14e+00,
123,3.30e+00,3.92e+00,
124,3.32e+00,3.96e+00,
125,2.84e+00,3.68e+00,
126,2.88e+00,3.70e+00,
127,2.42e+00,3.40e+00,
128,2.44e+00,3.42e+00,
129,2.02e+00,3.08e+00,
130,2.04e+00,3.10e+00,
131,1.68e+00,2.76e+00,
132,1.74e+00,2.78e+00,
133,1.44e+00,2.46e+00,
134,1.48e+00,2.48e+00,
135,1.28e+00,2.20e+00,
136,1.34e+00,2.22e+00,
137,1.24e+00,1.96e+00,
138,1.24e+00,2.02e+00,
139,1.36e+00,1.80e+00,
140,1.30e+00,1.86e+00,
141,1.54e+00,1.72e+00,
142,1.50e+00,1.72e+00,
143,1.82e+00,1.78e+00,
144,1.78e+00,1.72e+00,
145,2.14e+00,1.86e+00,
146,2.12e+00,1.80e+00,
147,2.56e+00,2.00e+00,
148,2.54e+00,1.94e+00,
149,3.00e+00,2.20e+00,
150,2.98e+00,2.18e+00,
151,3.44e+00,2.48e+00,
152,3.40e+00,2.44e+00,
153,3.86e+00,2.78e+00,
154,3.80e+00,2.74e+00,
155,4.22e+00,3.08e+00,
156,4.16e+00,3.06e+00,
157,4.54e+00,3.38e+00,
158,4.44e+00,3.38e+00,
159,4.74e+00,3.68e+00,
160,4.64e+00,3.64e+00,
